Year,CanonicalCategory,Category,Film,FilmId,Nominees,Winner,Detail
2022,ACTRESS IN A SUPPORTING ROLE,Actress in a Supporting Role,Black Panther: Wakanda Forever,tt9114286,Angela Bassett,,Ramonda
2022,ACTRESS IN A SUPPORTING ROLE,Actress in a Supporting Role,The Whale,tt13833688,Hong Chau,,Liz
2022,ACTRESS IN A SUPPORTING ROLE,Actress in a Supporting Role,The Banshees of Inisherin,tt11813216,Kerry Condon,,Siobhán Súilleabháin
2022,ACTRESS IN A SUPPORTING ROLE,Actress in a Supporting Role,Everything Everywhere All at Once,tt6710474,Jamie Lee Curtis,TRUE,Deirdre Beaubeirdra
2022,ACTRESS IN A SUPPORTING ROLE,Actress in a Supporting Role,Everything Everywhere All at Once,tt6710474,Stephanie Hsu,,Joy Wang/Jobu Tupaki
2022,ANIMATED FEATURE FILM,Animated Feature Film,Guillermo del Toro's Pinocchio,tt1488589,"Guillermo del Toro, Mark Gustafson, Gary Ungar, Alex Bulkley",TRUE,
2022,ANIMATED FEATURE FILM,Animated Feature Film,Marcel the Shell with Shoes On,tt15339456,"Dean Fleischer Camp, Elisabeth Holm, Andrew Goldman, Caroline Kaplan, Paul Mezey",,
2022,ANIMATED FEATURE FILM,Animated Feature Film,Puss in Boots: The Last Wish,tt3915174,"Joel Crawford, Mark Swift",,
2022,ANIMATED FEATURE FILM,Animated Feature Film,The Sea Beast,tt9288046,"Chris Williams, Jed Schlanger",,
2022,ANIMATED FEATURE FILM,Animated Feature Film,Turning Red,tt8097030,"Domee Shi, Lindsey Collins",,
2022,CINEMATOGRAPHY,Cinematography,All Quiet on the Western Front,tt1016150,James Friend,TRUE,
2022,CINEMATOGRAPHY,Cinematography,"Bardo, False Chronicle of a Handful of Truths",tt14176542,Darius Khondji,,
2022,CINEMATOGRAPHY,Cinematography,Elvis,tt3704428,Mandy Walker,,
2022,CINEMATOGRAPHY,Cinematography,Empire of Light,tt14402146,Roger Deakins,,
2022,CINEMATOGRAPHY,Cinematography,Tár,tt14444726,Florian Hoffmeister,,
2022,COSTUME DESIGN,Costume Design,Babylon,tt10640346,Mary Zophres,,
2022,COSTUME DESIGN,Costume Design,Black Panther: Wakanda Forever,tt9114286,Ruth Carter,TRUE,
2022,COSTUME DESIGN,Costume Design,Elvis,tt3704428,Catherine Martin,,
2022,COSTUME DESIGN,Costume Design,Everything Everywhere All at Once,tt6710474,Shirley Kurata,,
2022,COSTUME DESIGN,Costume Design,Mrs. Harris Goes to Paris,tt5151570,Jenny Beavan,,
2022,DIRECTING,Directing,The Banshees of Inisherin,tt11813216,Martin McDonagh,,
2022,DIRECTING,Directing,Everything Everywhere All at Once,tt6710474,"Daniel Kwan, Daniel Scheinert",TRUE,
2022,DIRECTING,Directing,The Fabelmans,tt14208870,Steven Spielberg,,
2022,DIRECTING,Directing,Tár,tt14444726,Todd Field,,
2022,DIRECTING,Directing,Triangle of Sadness,tt7322224,Ruben Östlund,,
2022,DOCUMENTARY (Feature),Documentary (Feature),All That Breathes,tt16377862,"Shaunak Sen, Aman Mann, Teddy Leifer",,
2022,DOCUMENTARY (Feature),Documentary (Feature),All the Beauty and the Bloodshed,tt21374850,"Laura Poitras, Howard Gertler, John Lyons, Nan Goldin, Yoni Golijov",,
2022,DOCUMENTARY (Feature),Documentary (Feature),Fire of Love,tt16227014,"Sara Dosa, Shane Boris, Ina Fichman",,
2022,DOCUMENTARY (Feature),Documentary (Feature),A House Made of Splinters,tt16377920,"Simon Lereng Wilmont, Monica Hellström",,
2022,DOCUMENTARY (Feature),Documentary (Feature),Navalny,tt17041964,"Daniel Roher, Odessa Rae, Diane Becker, Melanie Miller, Shane Boris",TRUE,
2022,DOCUMENTARY (Short Subject),Documentary (Short Subject),The Elephant Whisperers,tt23628262,"Kartiki Gonsalves, Guneet Monga",TRUE,
2022,DOCUMENTARY (Short Subject),Documentary (Short Subject),Haulout,tt17162620,"Evgenia Arbugaeva, Maxim Arbugaev",,
2022,DOCUMENTARY (Short Subject),Documentary (Short Subject),How Do You Measure a Year?,tt15026956,Jay Rosenblatt,,
2022,DOCUMENTARY (Short Subject),Documentary (Short Subject),The Martha Mitchell Effect,tt16379454,"Anne Alvergue, Beth Levison",,
2022,DOCUMENTARY (Short Subject),Documentary (Short Subject),Stranger at the Gate,tt20784118,"Joshua Seftel, Conall Jones",,
2022,FILM EDITING,Film Editing,The Banshees of Inisherin,tt11813216,Mikkel E.G. Nielsen,,
2022,FILM EDITING,Film Editing,Elvis,tt3704428,"Matt Villa, Jonathan Redmond",,
2022,FILM EDITING,Film Editing,Everything Everywhere All at Once,tt6710474,Paul Rogers,TRUE,
2022,FILM EDITING,Film Editing,Tár,tt14444726,Monika Willi,,
2022,FILM EDITING,Film Editing,Top Gun: Maverick,tt1745960,Eddie Hamilton,,
2022,INTERNATIONAL FEATURE FILM,International Feature Film,All Quiet on the Western Front,tt1016150,,TRUE,
2022,INTERNATIONAL FEATURE FILM,International Feature Film,"Argentina, 1985",tt15301048,,,
2022,INTERNATIONAL FEATURE FILM,International Feature Film,Close,tt9660502,,,
2022,INTERNATIONAL FEATURE FILM,International Feature Film,EO,tt19652910,,,
2022,INTERNATIONAL FEATURE FILM,International Feature Film,The Quiet Girl,tt15109082,,,
2022,MAKEUP AND HAIRSTYLING,Makeup and Hairstyling,All Quiet on the Western Front,tt1016150,"Heike Merker, Linda Eisenhamerová",,
2022,MAKEUP AND HAIRSTYLING,Makeup and Hairstyling,The Batman,tt1877830,"Naomi Donne, Mike Marino, Mike Fontaine",,
2022,MAKEUP AND HAIRSTYLING,Makeup and Hairstyling,Black Panther: Wakanda Forever,tt9114286,"Camille Friend, Joel Harlow",,
2022,MAKEUP AND HAIRSTYLING,Makeup and Hairstyling,Elvis,tt3704428,"Mark Coulier, Jason Baird, Aldo Signoretti",,
2022,MAKEUP AND HAIRSTYLING,Makeup and Hairstyling,The Whale,tt13833688,"Adrien Morot, Judy Chin, Annemarie Bradley",TRUE,
2022,MUSIC (Original Score),Music (Original Score),All Quiet on the Western Front,tt1016150,Volker Bertelmann,TRUE,
2022,MUSIC (Original Score),Music (Original Score),Babylon,tt10640346,Justin Hurwitz,,
2022,MUSIC (Original Score),Music (Original Score),The Banshees of Inisherin,tt11813216,Carter Burwell,,
2022,MUSIC (Original Score),Music (Original Score),Everything Everywhere All at Once,tt6710474,Son Lux,,
2022,MUSIC (Original Score),Music (Original Score),The Fabelmans,tt14208870,John Williams,,
2022,MUSIC (Original Song),Music (Original Song),Tell It like a Woman,tt5850650,Diane Warren,,Applause
2022,MUSIC (Original Song),Music (Original Song),Top Gun: Maverick,tt1745960,"Lady Gaga, BloodPop",,Hold My Hand
2022,MUSIC (Original Song),Music (Original Song),Black Panther: Wakanda Forever,tt9114286,"Tems, Rihanna, Ryan Coogler, Ludwig Goransson",,Lift Me Up
2022,MUSIC (Original Song),Music (Original Song),RRR,tt8178634,"M.M. Keeravaani, Chandrabose",TRUE,Naatu Naatu
2022,MUSIC (Original Song),Music (Original Song),Everything Everywhere All at Once,tt6710474,"Ryan Lott, David Byrne, Mitski",,This Is A Life
2022,BEST PICTURE,Best Picture,All Quiet on the Western Front,tt1016150,Malte Grunert,,
2022,BEST PICTURE,Best Picture,Avatar: The Way of Water,tt1630029,"James Cameron, Jon Landau",,
2022,BEST PICTURE,Best Picture,The Banshees of Inisherin,tt11813216,"Graham Broadbent, Pete Czernin, Martin McDonagh",,
2022,BEST PICTURE,Best Picture,Elvis,tt3704428,"Baz Luhrmann, Catherine Martin, Gail Berman, Patrick McCormick, Schuyler Weiss",,
2022,BEST PICTURE,Best Picture,Everything Everywhere All at Once,tt6710474,"Daniel Kwan, Daniel Scheinert, Jonathan Wang",TRUE,
2022,BEST PICTURE,Best Picture,The Fabelmans,tt14208870,"Kristie Macosko Krieger, Steven Spielberg, Tony Kushner",,
2022,BEST PICTURE,Best Picture,Tár,tt14444726,"Todd Field, Alexandra Milchan, Scott Lambert",,
2022,BEST PICTURE,Best Picture,Top Gun: Maverick,tt1745960,"Tom Cruise, Christopher McQuarrie, David Ellison, Jerry Bruckheimer",,
2022,BEST PICTURE,Best Picture,Triangle of Sadness,tt7322224,"Erik Hemmendorff, Philippe Bober",,
2022,BEST PICTURE,Best Picture,Women Talking,tt13669038,"Dede Gardner, Jeremy Kleiner, Frances McDormand",,
2022,ART DIRECTION,Art Direction,All Quiet on the Western Front,tt1016150,"Christian M. Goldbeck, Ernestine Hipper",TRUE,
2022,ART DIRECTION,Art Direction,Avatar: The Way of Water,tt1630029,"Dylan Cole, Ben Procter, Vanessa Cole",,
2022,ART DIRECTION,Art Direction,Babylon,tt10640346,"Florencia Martin, Anthony Carlino",,
2022,ART DIRECTION,Art Direction,Elvis,tt3704428,"Catherine Martin, Karen Murphy, Bev Dunn",,
2022,ART DIRECTION,Art Direction,The Fabelmans,tt14208870,"Rick Carter, Karen O'Hara",,
2022,SHORT FILM (Animated),Short Film (Animated),"The Boy, the Mole, the Fox and the Horse",tt22667880,"Charlie Mackesy, Matthew Freud",TRUE,
2022,SHORT FILM (Animated),Short Film (Animated),The Flying Sailor,tt20240228,"Amanda Forbis, Wendy Tilby",,
2022,SHORT FILM (Animated),Short Film (Animated),Ice Merchants,tt19781688,"João Gonzalez, Bruno Caetano",,
2022,SHORT FILM (Animated),Short Film (Animated),My Year of Dicks,tt17663790,"Sara Gunnarsdóttir, Pamela Ribon",,
2022,SHORT FILM (Animated),Short Film (Animated),An Ostrich Told Me the World Is Fake and I Think I Believe It,tt20115114,Lachlan Pendragon,,
2022,SHORT FILM (Live Action),Short Film (Live Action),An Irish Goodbye,tt14625872,"Tom Berkeley, Ross White",TRUE,
2022,SHORT FILM (Live Action),Short Film (Live Action),Ivalu,tt22054902,"Anders Walter, Rebecca Pruzan",,
2022,SHORT FILM (Live Action),Short Film (Live Action),Le Pupille,tt20215392,"Alice Rohrwacher, Alfonso Cuarón",,
2022,SHORT FILM (Live Action),Short Film (Live Action),Night Ride,tt12566792,"Eirik Tveiten, Gaute Lid Larssen",,
2022,SHORT FILM (Live Action),Short Film (Live Action),The Red Suitcase,tt22763378,Cyrus Neshvad,,
2022,SOUND MIXING,Sound Mixing,All Quiet on the Western Front,tt1016150,"Viktor Prášil, Frank Kruse, Markus Stemler, Lars Ginzel, Stefan Korte",,
2022,SOUND MIXING,Sound Mixing,Avatar: The Way of Water,tt1630029,"Julian Howarth, Gwendolyn Yates Whittle, Dick Bernstein, Christopher Boyes, Gary Summers, Michael Hedges",,
2022,SOUND MIXING,Sound Mixing,The Batman,tt1877830,"Stuart Wilson, William Files, Douglas Murray, Andy Nelson",,
2022,SOUND MIXING,Sound Mixing,Elvis,tt3704428,"David Lee, Wayne Pashley, Andy Nelson, Michael Keller",,
2022,SOUND MIXING,Sound Mixing,Top Gun: Maverick,tt1745960,"Mark Weingarten, James H. Mather, Al Nelson, Chris Burdon, Mark Taylor",TRUE,
2022,VISUAL EFFECTS,Visual Effects,All Quiet on the Western Front,tt1016150,"Frank Petzold, Viktor Müller, Markus Frank, Kamil Jafar",,
2022,VISUAL EFFECTS,Visual Effects,Avatar: The Way of Water,tt1630029,"Joe Letteri, Richard Baneham, Eric Saindon, Daniel Barrett",TRUE,
2022,VISUAL EFFECTS,Visual Effects,The Batman,tt1877830,"Dan Lemmon, Russell Earl, Anders Langlands, Dominic Tuohy",,
2022,VISUAL EFFECTS,Visual Effects,Black Panther: Wakanda Forever,tt9114286,"Geoffrey Baumann, Craig Hammack, R. Christopher White, Dan Sudick",,
2022,VISUAL EFFECTS,Visual Effects,Top Gun: Maverick,tt1745960,"Ryan Tudhope, Seth Hill, Bryan Litson, Scott R. Fisher",,
2022,WRITING (Adapted Screenplay),Writing (Adapted Screenplay),All Quiet on the Western Front,tt1016150,"Screenplay - Edward Berger, Lesley Paterson, Ian Stokell",,
2022,WRITING (Adapted Screenplay),Writing (Adapted Screenplay),Glass Onion: A Knives Out Mystery,tt11564570,Rian Johnson,,
2022,WRITING (Adapted Screenplay),Writing (Adapted Screenplay),Living,tt9051908,Kazuo Ishiguro,,
2022,WRITING (Adapted Screenplay),Writing (Adapted Screenplay),Top Gun: Maverick,tt1745960,"Ehren Kruger, Eric Warren Singer, Christopher McQuarrie, Peter Craig, Justin Marks",,
2022,WRITING (Adapted Screenplay),Writing (Adapted Screenplay),Women Talking,tt13669038,Sarah Polley,TRUE,
2022,WRITING (Original Screenplay),Writing (Original Screenplay),The Banshees of Inisherin,tt11813216,Martin McDonagh,,
2022,WRITING (Original Screenplay),Writing (Original Screenplay),Everything Everywhere All at Once,tt6710474,"Daniel Kwan, Daniel Scheinert",TRUE,
2022,WRITING (Original Screenplay),Writing (Original Screenplay),The Fabelmans,tt14208870,"Steven Spielberg, Tony Kushner",,
2022,WRITING (Original Screenplay),Writing (Original Screenplay),Tár,tt14444726,Todd Field,,
2022,WRITING (Original Screenplay),Writing (Original Screenplay),Triangle of Sadness,tt7322224,Ruben Östlund,,
2022,JEAN HERSHOLT HUMANITARIAN AWARD,Jean Hersholt Humanitarian Award,,,Michael J. Fox,TRUE,
2022,HONORARY AWARD,Honorary Award,,,Euzhan Palcy,TRUE,
2022,HONORARY AWARD,Honorary Award,,,Diane Warren,TRUE,
2022,HONORARY AWARD,Honorary Award,,,Peter Weir,TRUE,
2022,GORDON E. SAWYER AWARD,Gordon E. Sawyer Award,,,Iain Neil,TRUE,
2022,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),Scientific and Technical Award (Scientific and Engineering Award),,,"Larry Barton, Ben Wilcox",TRUE,
2022,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),Scientific and Technical Award (Scientific and Engineering Award),,,"Howard Preston, Bernie Butler-Smith",TRUE,
2022,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),Scientific and Technical Award (Technical Achievement Award),,,"Howard Jensen, Danny Cangemi, John Frazier",TRUE,
2022,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),Scientific and Technical Award (Technical Achievement Award),,,"Mark Hills, Jim Vanns",TRUE,
2022,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),Scientific and Technical Award (Technical Achievement Award),,,Matt Chambers,TRUE,
2022,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),Scientific and Technical Award (Technical Achievement Award),,,"Sébastien Deguy, Christophe Soum, Sylvain Paris, Nicolas Wirrmann",TRUE,
2022,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),Scientific and Technical Award (Technical Achievement Award),,,"David Eberle, Theodore Kim, Fernando De Goes, Audrey Wong",TRUE,
2022,AWARD OF COMMENDATION,Award of Commendation,Welcome to Chechnya,tt11394200,Ryan Laney,TRUE,
2023,ACTOR IN A LEADING ROLE,Actor in a Leading Role,Maestro,tt5535276,Bradley Cooper,,Leonard Bernstein
2023,ACTOR IN A LEADING ROLE,Actor in a Leading Role,Rustin,tt14160834,Colman Domingo,,Bayard Rustin
2023,ACTOR IN A LEADING ROLE,Actor in a Leading Role,The Holdovers,tt14849194,Paul Giamatti,,Paul Hunham
2023,ACTOR IN A LEADING ROLE,Actor in a Leading Role,Oppenheimer,tt15398776,Cillian Murphy,TRUE,J. Robert Oppenheimer
2023,ACTOR IN A LEADING ROLE,Actor in a Leading Role,American Fiction,tt23561236,Jeffrey Wright,,Thelonious ‘Monk’ Ellison
2023,ACTOR IN A SUPPORTING ROLE,Actor in a Supporting Role,American Fiction,tt23561236,Sterling K. Brown,,Clifford Ellison
2023,ACTOR IN A SUPPORTING ROLE,Actor in a Supporting Role,Killers of the Flower Moon,tt5537002,Robert De Niro,,William Hale
2023,ACTOR IN A SUPPORTING ROLE,Actor in a Supporting Role,Oppenheimer,tt15398776,Robert Downey Jr.,TRUE,Lewis Strauss
2023,ACTOR IN A SUPPORTING ROLE,Actor in a Supporting Role,Barbie,tt1517268,Ryan Gosling,,Ken
2023,ACTOR IN A SUPPORTING ROLE,Actor in a Supporting Role,Poor Things,tt14230458,Mark Ruffalo,,Duncan Wedderburn
2023,ACTRESS IN A LEADING ROLE,Actress in a Leading Role,Nyad,tt5302918,Annette Bening,,Diana Nyad
2023,ACTRESS IN A LEADING ROLE,Actress in a Leading Role,Killers of the Flower Moon,tt5537002,Lily Gladstone,,Mollie Burkhart
2023,ACTRESS IN A LEADING ROLE,Actress in a Leading Role,Anatomy of a Fall,tt17009710,Sandra Hüller,,Sandra
2023,ACTRESS IN A LEADING ROLE,Actress in a Leading Role,Maestro,tt5535276,Carey Mulligan,,Felicia Montealegre
2023,ACTRESS IN A LEADING ROLE,Actress in a Leading Role,Poor Things,tt14230458,Emma Stone,TRUE,Bella Baxter
2023,ACTRESS IN A SUPPORTING ROLE,Actress in a Supporting Role,Oppenheimer,tt15398776,Emily Blunt,,Kitty Oppenheimer
2023,ACTRESS IN A SUPPORTING ROLE,Actress in a Supporting Role,The Color Purple,tt1200263,Danielle Brooks,,Sofia
2023,ACTRESS IN A SUPPORTING ROLE,Actress in a Supporting Role,Barbie,tt1517268,America Ferrera,,Gloria
2023,ACTRESS IN A SUPPORTING ROLE,Actress in a Supporting Role,Nyad,tt5302918,Jodie Foster,,Bonnie Stoll
2023,ACTRESS IN A SUPPORTING ROLE,Actress in a Supporting Role,The Holdovers,tt14849194,Da'Vine Joy Randolph,TRUE,Mary Lamb
2023,ANIMATED FEATURE FILM,Animated Feature Film,The Boy and the Heron,tt6587046,"Hayao Miyazaki, Toshio Suzuki",TRUE,
2023,ANIMATED FEATURE FILM,Animated Feature Film,Elemental,tt15789038,"Peter Sohn, Denise Ream",,
2023,ANIMATED FEATURE FILM,Animated Feature Film,Nimona,tt19500164,"Nick Bruno, Troy Quane, Karen Ryan, Julie Zackary",,
2023,ANIMATED FEATURE FILM,Animated Feature Film,Robot Dreams,tt13429870,"Pablo Berger, Ibon Cormenzana, Ignasi Estapé, Sandra Tapia Díaz",,
2023,ANIMATED FEATURE FILM,Animated Feature Film,Spider-Man: Across the Spider-Verse,tt9362722,"Kemp Powers, Justin K. Thompson, Phil Lord, Christopher Miller, Amy Pascal",,
2023,CINEMATOGRAPHY,Cinematography,El Conde,tt21113540,Edward Lachman,,
2023,CINEMATOGRAPHY,Cinematography,Killers of the Flower Moon,tt5537002,Rodrigo Prieto,,
2023,CINEMATOGRAPHY,Cinematography,Maestro,tt5535276,Matthew Libatique,,
2023,CINEMATOGRAPHY,Cinematography,Oppenheimer,tt15398776,Hoyte van Hoytema,TRUE,
2023,CINEMATOGRAPHY,Cinematography,Poor Things,tt14230458,Robbie Ryan,,
2023,COSTUME DESIGN,Costume Design,Barbie,tt1517268,Jacqueline Durran,,
2023,COSTUME DESIGN,Costume Design,Killers of the Flower Moon,tt5537002,Jacqueline West,,
2023,COSTUME DESIGN,Costume Design,Napoleon,tt13287846,"Janty Yates, Dave Crossman",,
2023,COSTUME DESIGN,Costume Design,Oppenheimer,tt15398776,Ellen Mirojnick,,
2023,COSTUME DESIGN,Costume Design,Poor Things,tt14230458,Holly Waddington,TRUE,
2023,DIRECTING,Directing,Anatomy of a Fall,tt17009710,Justine Triet,,
2023,DIRECTING,Directing,Killers of the Flower Moon,tt5537002,Martin Scorsese,,
2023,DIRECTING,Directing,Oppenheimer,tt15398776,Christopher Nolan,TRUE,
2023,DIRECTING,Directing,Poor Things,tt14230458,Yorgos Lanthimos,,
2023,DIRECTING,Directing,The Zone of Interest,tt7160372,Jonathan Glazer,,
2023,DOCUMENTARY (Feature),Documentary (Feature),Bobi Wine: The People's President,tt21376900,"Moses Bwayo, Christopher Sharp, John Battsek",,
2023,DOCUMENTARY (Feature),Documentary (Feature),The Eternal Memory,tt24082488,Maite Alberdi,,
2023,DOCUMENTARY (Feature),Documentary (Feature),Four Daughters,tt27502426,"Kaouther Ben Hania, Nadim Cheikhrouha",,
2023,DOCUMENTARY (Feature),Documentary (Feature),To Kill a Tiger,tt21688772,"Nisha Pahuja, Cornelia Principe, David Oppenheim",,
2023,DOCUMENTARY (Feature),Documentary (Feature),20 Days in Mariupol,tt24082438,"Mstyslav Chernov, Michelle Mizner, Raney Aronson-Rath",TRUE,
2023,DOCUMENTARY (Short Subject),Documentary (Short Subject),The ABCs of Book Banning,tt29361805,"Sheila Nevins, Trish Adlesic",,
2023,DOCUMENTARY (Short Subject),Documentary (Short Subject),The Barber of Little Rock,tt28627868,"John Hoffman, Christine Turner",,
2023,DOCUMENTARY (Short Subject),Documentary (Short Subject),Island in Between,tt30523942,"S. Leo Chiang, Jean Tsien",,
2023,DOCUMENTARY (Short Subject),Documentary (Short Subject),The Last Repair Shop,tt29118186,"Ben Proudfoot, Kris Bowers",TRUE,
2023,DOCUMENTARY (Short Subject),Documentary (Short Subject),Nai Nai & Wài Pó,tt26218316,"Sean Wang, Sam Davis",,
2023,FILM EDITING,Film Editing,Anatomy of a Fall,tt17009710,Laurent Sénéchal,,
2023,FILM EDITING,Film Editing,The Holdovers,tt14849194,Kevin Tent,,
2023,FILM EDITING,Film Editing,Killers of the Flower Moon,tt5537002,Thelma Schoonmaker,,
2023,FILM EDITING,Film Editing,Oppenheimer,tt15398776,Jennifer Lame,TRUE,
2023,FILM EDITING,Film Editing,Poor Things,tt14230458,Yorgos Mavropsaridis,,
2023,INTERNATIONAL FEATURE FILM,International Feature Film,Io Capitano,tt14225838,,,
2023,INTERNATIONAL FEATURE FILM,International Feature Film,Perfect Days,tt27503384,,,
2023,INTERNATIONAL FEATURE FILM,International Feature Film,Society of the Snow,tt16277242,,,
2023,INTERNATIONAL FEATURE FILM,International Feature Film,The Teachers' Lounge,tt26612950,,,
2023,INTERNATIONAL FEATURE FILM,International Feature Film,The Zone of Interest,tt7160372,,TRUE,
2023,MAKEUP AND HAIRSTYLING,Makeup and Hairstyling,Golda,tt14454876,"Karen Hartley Thomas, Suzi Battersby, Ashra Kelly-Blue",,
